year,month,day,time,saying
2022,2,28,16,WIT青年志愿者协会 ：#“青翼，筑梦起飞”暑期支教志愿者招募开始啦～#摆点时间: 2022年3月2日—3月3日摆点地点：大礼堂前参与方式：手动进群填写报名表 展开全文                  来自 三星Galaxy S21+ (5G)
2022,2,25,10,冲冲冲！
2022,2,18,9,"千万别玩sacd,刚入了SA5000还有索尼的XA3000es，然后买专辑的时候才发现，草，一张中森明菜的合集比我的CD机还贵，，，，，"
2022,2,9,7,Alone       杉山清貴
2022,1,24,10,Dance In The Memories (TVアニメ「きまぐれオレンジ★ロード」ED3テーマ)       中原めいこ
2022,1,19,10,它征服我只花了3分钟，，，，，，
2022,1,13,9,我的春天走了，，，
2022,1,10,19,还是盼到了
2022,1,7,16,神のまにまに (神的随波逐流)       初音ミク/鏡音リン/GUMI/れるりり
2022,1,5,8,是真的呦～快去捐赠150元去得到属于你的联合国戒指吧
2022,1,3,11,这就开FL复刻，，，等等，，，我好像没有音源，，，淦
2022,1,2,13,神 医 华 佗       14.3万播放 · 1.4万点赞 · 698弹幕
2021,12,29,15,我的眼睛不再寻找光亮，让它自己进来吧
2021,12,29,9,真的只有在重大危机下这群人才会团结起来嘛，好的好的知道了老师
2021,12,28,12,“你是我生命中的，世外桃源，，，”
2021,12,27,11,，，，，，，
2021,12,26,10,智是聚了 ，，，，，那心呢？
2021,12,25,10,淦，，，，
2021,12,25,9,因为乙方没有给总监面钱，总监就偷乙方的货拿出去卖这是什么操作啊，，，，，，，
2021,12,23,22,【熟肉】miku邀你过圣诞       796播放 · 132点赞 · 9弹幕
2021,12,21,19,这就是为什么没人亲眼见过圣诞老人       413.4万播放 · 18.3万点赞 · 3105弹幕
2021,12,20,7,早上起来看不到日出，但是看得见月亮
2021,12,19,22,冬至了，
2021,12,19,19,永隔一江水       许巍/朴树
2021,12,19,20,月亮，诶嘿，月亮
2021,12,18,19,在忧虑的时候听这个真的解心
2021,12,18,11,【模型配布/洛天依】QQ弹弹小天依✧(≖ ◡ ≖✿)       38.5万播放 · 4.2万点赞 · 391弹幕
2021,12,18,12,我还真是要命
2021,12,17,9,²
2021,12,16,0,【初音未来】fufu VTuber的一问一答自我介绍       11.7万播放 · 1.4万点赞 · 244弹幕
2021,12,15,18,MDR-F1 她的调音和设计真的太适合我了
2021,12,14,21,喜欢的人和人生目标都遇不到，我还真是好玩
2021,12,14,21,看了几场以前的回放，在感叹世事变迁的同时，也在告别过去的自己，稚嫩的我曾傻傻的认为比分的结果就是球员的全部价值，我也曾因为球员不好的状态而懊恼不以。直到，我看见了70岁的老里昂为了喜欢的球队骑车数十公里也不知疲倦，我看见了梅西在大力神杯下不屈的泪水，我也看见了切尔西球迷在送别穆帅时安慰的欢呼。罗本用负伤的左脚完成了对心魔的全面碾压，C罗用一次又一次的征战为球队取得不朽的功勋。还记得范大将军的鱼跃吊门吗 展开全文
2021,12,14,17,生活的惊喜总会有的～
2021,12,12,16,今日挑战： 戴HD650出街－完成～
2021,12,11,9,在流星雨下还能许什么愿呢？
2021,12,11,9,你若安好，便是晴天
2021,12,8,20,苏轼：怀民亦未寝。张怀民：啊对对对       61万播放 · 5.6万点赞 · 143弹幕
2021,12,8,7,第三极 (纪录片《第三极》主题曲)       许巍
2021,12,7,15,
2021,12,5,5,号可能被盗了
2021,12,4,7,夫唯不争，故天下莫能与之争。千万不要被他人影响啊
2021,12,2,10,
2021,11,30,16,
2021,11,29,12,快乐好简单
2021,11,29,22,把最美的献给你～
2021,11,27,20,每次想你的时候就会看月亮，每次看月亮就想喝酒
2021,11,27,11,
2021,11,27,17,小兔，你在等谁呢？
2021,11,25,15,ZX1和Z5简直是绝配
2021,11,24,8,起床之前眯一会是真舒服
2021,11,22,12,三年前，梅西亚斯还在踢意大利第四级别联赛。更早以前，还在踢业余联赛的他靠着送电器糊口维生。今天凌晨，在他已经30岁时候，他在自己欧冠首秀中为米兰打进致胜球！这也是米兰本赛季首场欧冠胜利，这宝贵的3分保留了米兰的出线希望！如此励志，你又怎能没有梦想！！！
2021,11,20,17,比赛结束的时候莫名想哭，，却又不知道伤感的是什么，，，，，
2021,11,18,20,皆在心中
2021,11,18,22,Ash出现前的我：恶灵老婆，诶嘿，恶灵老婆。Ash出现后的我：恶灵还有使用的必要么，
2021,11,17,18,今天的月亮实在是太美了，，，
2021,11,14,13,月亮马上要被吃掉了，心慌慌
2021,11,13,16,XBA就像你一样，是我永远也回不去的最美好的时光，
2021,11,12,15,
2021,11,11,13,谁能帮我留一下风，，，，，，，，
2021,11,9,10,在教室的第一排故意犯错误，然后你就会发现一堆价值观跟你不合的人
2021,11,8,21,调得有那么点失望，，，，，，
2021,11,8,10,开心点～
2021,11,7,20,ツギハギスタッカート (拼凑的断音)       とあ/初音ミク
2021,11,7,17,月亮已经有星星陪了，，，，，
2021,11,7,23,Don't Look Back in Anger       Oasis
2021,11,5,12,拜亚的调音莫名其妙的很合公主殿下什么鬼
2021,11,4,11,被德系耳机拿捏的死死的～
2021,10,30,0,
2021,10,30,13,
2021,10,30,22,完美生活       许巍
2021,10,26,12,@L1_Sta2  又和好兄弟一起吃饭了~
2021,10,24,8,唱了多少年的旅行，，，，，还是把自己搞哭了一回，，，
2021,10,24,12,靠在躺椅上迷迷糊糊的听这首歌应该很舒服，，
2021,10,23,22,复健第一天～
2021,10,22,17,没有什么是比和兄弟吃饭更爽了的呀
2021,10,21,20,舒服了呀～
2021,10,21,15,看到其他人都在努力的我：算了，还是不打APEX了，先睡个午觉再说。
2021,10,21,21,今天月亮好美
2021,10,18,11,WIT化工与制药学院学生会 ：据小药了解每年的10月4日是“世界动物保护日”！为了让保护自然、保护动物的观念深入人心，也为让更多的人认识校园里的那些可爱生物们，时间为10月22日至10月27日晚七点的“小药的自然探秘”征文征图活动便应运而生啦！咱们学校环境优美，生态良好，时常看到许多小萌物出现。还记得校园里那只不怕人的 展开全文                  来自 三星Galaxy S21+ (5G)
2021,10,17,11,WIT学生会小宣 ：#“流芳杯”庆党百周年演讲比赛初赛#体会演讲语言艺术接受资深导师指点培养爱党爱国情怀 展开全文                  来自 三星Galaxy S21+ (5G)
2021,10,16,19,流水的耳机，铁打的《没那么简单》
2021,10,15,9,又找到一首和MSR7很配的歌~
2021,10,14,0,祝飞天人一路顺风！
2021,10,12,21,空山新雨后       音阙诗听/锦零
2021,10,12,21,
2021,10,12,20,人说两个月就会忘记，幸好我的思维和别人不一样也就死的时候会忘记吧
2021,10,11,20,老樊和冬野都是心头肉啊
2021,10,10,17,这，，，，，，，
2021,10,9,23,
2021,10,9,20,j今天就来一首House吧
2021,10,6,23,晚上千万不要听久石让，会哭死的，，，，，，，，，，，，
2021,10,6,8,"TMD,为往圣继绝学太难了"
2021,10,5,16,阿这，，只关注结果的人们，，，，，，，，
2021,10,5,10,半疑じゃない(moeNAGI Edit)       moeNAGI
2021,10,4,16,先把国足赢越南的饭钱攒好
2021,10,4,8,古奈纯钢琴版       MT1990
2021,10,3,21,今天送不了月亮了
2021,10,2,18,
2021,10,1,9,我真的嗨到不行~(赛高尼high铁鸭子哒~)
2021,10,1,13,个人新纪录达成
2021,9,30,14,本来不想再看足球的，，，为什么德容和加菲尔都能到巴萨去踢球了，，，，，是我太久没看了吗，，，，，，，，
2021,9,30,10,
2021,9,28,21,
2021,9,28,9,先生如果在世，肯定会写一篇《论傻逼》
2021,9,27,11,索尼是捶打耳膜，铁三角是穿刺耳膜，，森海是在给耳膜按摩
2021,9,26,10,HD650是小白必备，达音就是大胆尝试了
2021,9,26,11,用MSR7听李健，，，太爽了
2021,9,25,16,还是老专辑好听
2021,9,22,10,哥特式yyds
2021,9,21,18,Almost Lover (电影《命中注定》插曲)       A Fine Frenzy
2021,9,21,22,听不厌的伍佰
2021,9,20,20,去寻月亮去
2021,9,19,7,Ladyfingers       Herb Alpert & the Tijuana Brass
2021,9,18,17,来自数学学渣的认可
2021,9,17,20,这首简直完美
2021,9,15,9,听完心理健康课感觉非常生气，现在的心理老师都是这样吗，，，，，，，
2021,9,14,21,选个发言人都要卷一下，嘲讽完了马上就跑
2021,9,13,19,嗯，有月亮，好了＾０＾~
2021,9,13,0,只要不睡觉就不会做梦了
2021,9,12,18,刚回来复健就欺负萌新
2021,9,12,6,为什么最近老是做一些奇奇怪怪的梦，，，，，，，
2021,9,11,11,这家伙拿来听初音应该还行吧
2021,9,9,10,这波死间还是失败了
2021,9,8,20,支援型帝王:只要我把对面全杀光了队友就不需要我的火力支援了
2021,9,8,12,等明年PS5的霍格沃兹遗产了
2021,9,7,21,有人提出鲁迅的文章不适合过多出现在初中课本中，，，，，，，，，，，，，，，，，这个世界怎么了
2021,9,7,0,0:1
2021,9,7,12,
2021,9,2,9,为什么老是有人觉得专业卡可以拿来打游戏啊，，，，要打游戏去买游戏卡啊，
2021,8,31,9,其实发现自己根本适应不了原版
2021,8,30,9,无意刷一个视频说到心坎上了
2021,8,26,16,泰坦陨落2，，，，emmmm 又被DDos袭击了，，，
2021,8,25,9,好强，，添加多个原子就已经把我整迷惑住了
2021,8,23,13,哟，是萌新啊，剑核心启动
2021,8,20,8,为什么带猎杀尾炎后一群人追着我锤，，，，，，这什么风气，，，无语=_=
2021,8,11,13,不管是那个游戏，，，日服日本人的右翼傻逼都好多啊，，，，，，，
2021,8,6,12,APEX现状，，，，两个队友送完后，，，，一打三，，，，，，，
2021,8,6,8,Evening glow       Re:Plus (リ:プラス)/島裕介 (Yusuke shima)
2021,8,5,22,这可太清楚了
2021,8,5,21,两个挂哥不会开泰坦，，，，，，，，
2021,8,4,14,:帮我到青铜刷双锤骷髅海，，，，，，
2021,8,2,13,：帮我到青铜刷双锤骷髅海懂了懂了青铜玩家不是人
2021,8,1,9,找到宝藏了
2021,8,1,2,人们为什么总是喜欢去追寻“清一流”呢?
2021,7,28,23,キャシィ       当山ひとみ
2021,7,26,5,夜曲       周杰伦
2021,7,25,14,晨曲       Edvard Grieg
2021,7,18,11,帮朋友打个铂金局遇到不止一队大师和挂，，，，，，开挂带老板，主播带水友，，，，，，，，，，，，，，，，，，这游戏别凉的太快就好
2021,7,12,7,ur face       utopyan
2021,7,12,5,刚打满的红甲被我滋掉3点会很难受吗白给小子贴黑丝直布罗陀伯乐看了都说好马我沐浴在铝热剂手雷中重振轮椅人荣光，我辈义不容辞我是布洛特亨德尔我重伤倒地 展开全文
2021,7,10,18,"OH NO, OH YES!       中森明菜"
2021,7,10,17,雨の日はワルツを踊って       伍々慧
2021,7,8,18,嘉宾       路飞文
2021,7,8,14,Gotta Be A Reason       Alec Benjamin
2021,7,8,22,Sunrise to Sunset       浅香唯
2021,7,5,14,情 乱 夜 梦 東 京       Nanvo
2021,7,4,10,今天看到一个全赛季猎杀的号被别人盗了，，，，，，，算了算了已经没有动力上了，，
2021,7,2,9,镜之边缘真是通关多少遍都不觉得无聊
2021,6,28,21,The Process       LAKEY INSPIRED
2021,6,28,8,Let Me Down Slowly       Alec Benjamin
2021,6,22,22,Bloom of Youth       清水淳一
2021,6,16,14,錶 面 上 冷 酷 其 實 是 種 偽 裝       Slim Fey
2021,6,12,23,不遇给我带来的竟是回味，，，，
2021,6,12,11,春泥       庾澄庆
2021,6,11,17,去九寨沟还愿了，，，，，，￣へ￣
2021,5,16,17,，，，
2021,5,1,18,啊这
2021,4,30,19,四季予你       程响
2021,4,26,16,樱吹雪       周传雄
2021,4,26,21,飒       是二智呀
2021,4,3,23,说实话，老师自己想做的课题就强行加在与专业毫无相关的学生毕业设计里头不是很恶心嘛，，，，，，，，，，，，，，，，，，，，，，，，，， ，，，，，，
2021,3,21,21,对不起qq号被盗了，，
2021,3,18,21,月亮，，，月亮，，，
2021,3,14,11,Blatant Plagiarism       GHOST DATA
2021,3,5,21,GTA5:你甚至都不愿意为我转一下风扇，Quaro P6000：你有病吧，关我什么事
2021,3,3,10,I admire many things but death is one of inspiring.
2021,3,3,22,守空阁，，
2021,2,22,16,空山新雨后       音阙诗听/锦零
2021,2,11,16,半个小时写基础，一个半小时写作文，真有你的吕子择
2021,2,11,21,烦躁，
2021,2,9,9,陪在你左右(《伍六七》第三季片尾曲)       谢春花
2021,2,8,7,精英手柄最后的倔强留在了黄金3，，，，，，，，，，，，，，
2021,2,8,21,花念       张家诚
2021,2,6,21,Ü Should Stay Lost       utopyan
2021,1,25,21,希望人与人之间多一些真诚的冷漠，别动不动瞎几把关心别人的生活，，，，
2021,1,25,21,我想和你一起去海边(《伍六七》第二季片尾曲)       江惠莲
2021,1,23,19,My Only One (No Hay Nadie Más)       Sebastian Yatra/Isabela Moner
2021,1,21,10,万物都有裂痕，那是光照进来的地方。－来自一位老朋友
2021,1,17,20,海 岛 の 夏 D A Y 2       ギャラクシー・騎士
2021,1,17,22,七拼八凑终于凑齐了233，，，，
2021,1,9,18,，，，，，
2021,1,7,12,(๑•̀ᄇ•́)و ✧
2021,1,6,21,红豆       王菲
2020,12,31,22,人如天上明月，不可时常拥有
2020,12,30,0,我真是爱死vaperwave了
2020,12,29,22,浪漫的瞬间一而再再而三的被打断就很烦，，，，
2020,12,26,21,笑忘书 (Live) (原唱：王菲)       李荣浩
2020,12,24,21,安妮       王杰
2020,12,23,17,祝我们生日快乐！
2020,12,20,21,阿这，，，，
2020,12,20,21,事实证明浪漫的瞬间为什么总会被打断，，，，，，，，，，，
2020,12,17,22,自从使命召唤高级战争之后，就很少有惊艳我的作品了，，，，，，，，，所以我又通了一遍单人，，，，
2020,12,17,12,！
2020,12,14,22,想跟某人吵架但又吵不赢，该怎么办，，，，
2020,12,11,21,是不是最近有很多正常人，
2020,12,10,21,26号那天应该有雪吧 ，，，， 哦(´-ω-`)还有月亮
2020,12,10,21,What the fuck kind of logic is that
2020,12,7,21,我真的好想把子择杀了，
2020,12,7,6,Bell we get a job to do
2020,12,6,22,没有人会一直等你，除了老六，
2020,12,4,22,月既不解饮，
2020,11,30,12,古韵都城       解男
2020,11,29,23,来自谷歌的嘲讽       44.5万播放 · 2万点赞 · 740弹幕
2020,11,29,21,子择已经哭了好几个小时了，劝都劝不过来
2020,11,25,17,执迷不悟       鱿籽酱
2020,11,22,12,为什么还会有人注册序幕的祈祷者这种ID
2020,11,20,21,看到那个孤零零的背影，我哭了，，，，，，
2020,11,12,12,这么没精神啊，笑一笑好不好。
2020,11,12,21,数学未过110，倒立洗头失败
2020,11,8,18,来自 三星 Galaxy S9+ (4G)
2020,11,6,0,把糖糖含在嘴里可还行
2020,11,6,9,说实话，感觉滕王阁复原计划比黄鹤楼好多了，，，，，，，
2020,11,6,17,你还真是‘生不逢时’啊
2020,11,6,14,王牌冤家       李荣浩
2020,11,1,13,算了算了以后不发说说了
2020,10,31,9,梦到被终结者追杀可还行
2020,10,31,7,eau       yutaka hirasaka
2020,10,25,23,我终于失去了你       赵传
2020,10,25,19,冷
2020,10,23,22,金陵谣 (网易云音乐独家自制国风企划)       国风堂/银临
2020,10,18,12,春笺        银临
2020,10,16,22,经典，，，
2020,10,14,11,神仙专辑～
2020,10,13,21,你以为你做得很好的东西心理学家会告诉你你做的并不好，你以为你做的不好的东西那是真的不好。
2020,10,12,22,每次我翻开课本，你总是最耀眼的那个，
2020,10,11,21,天生       李荣浩
2020,10,11,21,说实话，等到了反而更加小心了，，，
2020,10,9,16,顺道提个小蛋糕～
2020,10,7,7,ヾ(@^▽^@)ノ
2020,10,6,21,你真的要的话，我学着做生意拿到购房资格后是能想想的，，，，，，
2020,10,4,21,是不是听了我的过去有点迷，
2020,10,3,21,论家长在旁边的痛，，，，，，，，
2020,10,3,21,我觉得姜子牙挺好的呀，怎么都是差评，这是没感受到嘛，，，，，，
2020,10,3,21,本来在qq里头没热度，为什么还要挖网抑云版权，，，，，，，，，，，
2020,10,1,13,雨の日はワルツを踊って       伍々慧
2020,10,1,11,哪个心理咨询师好一点，麻烦推荐一下，，，，，，
2020,9,28,17,躺在草地上再点份牛排看着天果然是最好的放松，，，，，，，
2020,9,26,7,李荣浩的歌怎么这么难唱啊，，，，，
2020,9,26,23,写完作业突然有一个疑问，为什么原神没有PSV版呢，，，，，
2020,9,25,23,想起来化学作业没写，结果一翻发现写了，_(:3」∠ )_
2020,9,25,12,Nighttime (夜间)       Re:Plus (リ:プラス)
2020,9,24,23,明天做白日梦的时候就可以和你一起看花了！
2020,9,23,22,真的很想和你一起去看花，，，，，，，，，，，虽然这是不可能的
2020,9,21,23,心情并不是很好，人并不是很健康，，，，
2020,9,21,21,晚自习莫名感动哭了好久，，，，，，觉是自己的悲观主义作祟，，，，，遇到的又是值得高兴的事，，，，，，，，，
2020,9,19,22,独久了老是有幻想，这样不好，，，，，
2020,9,17,7,哎，又堵了:-(
2020,9,16,21,什么时候才能摆脱数学的困扰(இдஇ; )，，，，，，，，，，，，，
2020,9,15,22,又到了可以吃月饼的时候了（喜）
2020,9,14,21,Autumn Leaf       re:plus
2020,9,14,21,承认错误，，，，，，，，
2020,9,13,23,莫相忘，，，，，，，，
2020,9,11,21,吃螃蟹～吃螃蟹～吃螃蟹～ 剩下的我就管不来了，去他的，，
2020,9,10,10,果然，，，，，哎，，，，，，现在你们可以骂我傻逼了
2020,9,10,20,"Dame～Dame, Dame yo"
2020,9,8,17,已经有糖豆人了，在steam上能买到一起玩的人吗 ，
2020,9,8,7,今天早上居然在梦里完成了：起床，刷牙，出门，想你的一系列操作，，，，，然后惊醒，，，，
2020,9,7,21,这个版本，，，，好温柔，，，，，
2020,9,6,17,不知道怎么安慰干脆就不安慰算了，，，，，
2020,9,6,17,While I'm here and you're there，there's no way our love could be.
2020,9,5,20,没去过广州，广州有什么美食啊。我只是在这里上大学，就不知道有什么好吃的，我每天就会点外卖。那外卖有没有什么好吃的。肯德基和麦当劳都挺不错的。，，，，，，，
2020,9,4,10,突然的自我       伍佰 & China Blue
2020,9,2,19,我终将被遗忘
2020,9,1,20,不会真的有人以为顶尖猎杀者就只是打的准和锁子哥吧，不会吧，不会吧，，，，，
2020,8,31,22,",,,,,,"
2020,8,30,21,从古诗开始月圆就是思念的，没有团聚的时候，，，，
2020,8,29,20,Sweet       I.Y.F.F.E/Au5/Auratic
2020,8,27,9,你差点没把我给笑死
2020,8,25,19,借了我的东西，为什么不还给我为什么
2020,8,24,20,白给那么多次了，还是没好起来，我真的傻逼，，，，，，，
2020,8,23,23,最好的祝愿，送给最爱的人。
2020,8,20,20,今晚的月额外的温柔，，，
2020,8,19,20,网抑云没有这歌的版权
2020,8,19,20,此恨绵绵无绝期
2020,8,18,21,我就在后面，，，，，，
2020,8,14,19,百唱不厌
2020,8,13,20,咖啡：提神醒脑（不是）帮助入眠，提升睡眠质量（）
2020,8,9,19,自从随了你，我真的是每天都愁眉苦脸的
2020,8,8,20,可能这就是最简单的美好吧ヽ( ￣д￣;)ノ
2020,8,8,9,清江水还是很清的，，，
2020,8,7,23,从前有一个人告诉我喝凉水就能睡着了，，爬了一天山还是睡不着，，，，，
2020,8,7,14,说好的免费呢，套票加在一起400多，，，，（狗头）
2020,8,4,20,湖北5A级景区全免费，，，，，，
2020,7,31,8,随意坐上陌生的公交，去看陌生的地方，去见陌生的人，这个小时候的愿望是实现了，不过滴滴是真的贵，，，
2020,7,26,12,谁说不是呢，hhhhh（＾ω＾）
2020,7,26,18,没两个人学不会系列，，.... ，，
2020,7,25,10,信心满满－第一题都不会
2020,7,21,8,谁的脚步近了，谁的脚步远了，，，，，
2020,7,19,20,许个愿：下次过生有人陪，，，，，
2020,7,13,20,捞的时候，修修电动车还是舒服，，，，
2020,7,12,18,蛮配诸王峡谷的，，，，
2020,7,12,22,忽反顾以游目兮，将往观乎四荒，，，，，
2020,7,10,18,为什么work做不完，因为它是个不可数名词，，，，，
2020,7,9,12,o(￣▽￣)ｄ good
2020,7,6,18,怀念过去的日子又不得不憧憬未来的未知，，，，天哪，我的歌单里都是什么鬼歌，，，，，，，
2020,6,30,19,头皮直发麻，，，，，，
2020,6,29,7,纸人2终于通关了，，，最后打夫人打了我2个小时，走殷府就跟走自己家似的， 靠绕路和极为严苛的弹反判定来增加游戏时长确实搞人心态，难怪差评多，，，
2020,6,27,9,初中的小明，，，高中的李华，，，，，，这，，是出题标准嘛，，，
2020,6,26,8,"Oh,,,,,Am I supposed to talk?"
2020,6,25,16,"Happy face, my friend !"
2020,6,25,18,我不必为加速的必然结果而道歉，
2020,6,24,20,很期待某厂代理国区APEX又有哪些可调侃的充钱阴间操作
2020,6,23,9,人少的时候来还是舒服啊，，
2020,6,20,10,新手机壁纸预定~
2020,6,19,22,"恶灵:老娘被削了一万次还是T0,有意思嘛，，，，"
2020,6,18,17,第一次被外国友人当挂骂，，，，（开心）
2020,6,17,19,化学考试有的选项看不全就很烦òᆺó，
2020,6,16,21,哎，十年运营不如一朝欧皇，，，，
2020,6,14,20,一个泰兰德偷我宇宙蛋四张恶魔变形就离谱，，，，，（哎，伊利丹老舔狗了，，，，）
2020,6,13,18,唉，希望10月份没事，，，，
2020,6,12,9,老情歌是真的好听，，，，
2020,6,12,17,好不容易放松一下打开泰坦，一进去人手智慧型手枪我人傻了，，，，，
2020,6,9,20,头皮直发麻，，，，，，，，
2020,6,7,9,姨夫：船新的Playstation 5现以发布，，，，，我：Playstation 5 Ps5 ps5 诶 Ps5!
2020,6,7,17,哎，，，，，，这辈子都出不了传家包了，，，，
2020,6,6,9,舒服了，，，，，
2020,6,5,9,默默地修起了电动车，，，，，
2020,6,1,10,看到了我的英语，开心的笑成了一朵花，又看看我的数学，花又枯萎了，，，，，，，，，，
2020,5,31,12,重生：给你发了把新长弓，，，我：好的，这就和克莱博对狙，，，，
2020,5,30,21,完了，，，头皮直发麻，，，
2020,5,30,12,小崔还是一如既往的帅气呢，，，，，，，
2020,5,27,23,最欧也不过如此，，
2020,5,25,21,我傻了 ，，，听力的第一题是Hotel 吧 ，，，，
2020,5,25,20,这辈子也别想猎杀了，，，，老老实实当钻石守门员，，，，，，，，
2020,5,23,16,新单味很足！
2020,5,23,9,以后伤的时候再也不碰花田巷子了，有毒，，，，
2020,5,22,21,天哪，，又一首单曲循环，[]~(￣▽￣)~* 干杯
2020,5,21,20,搞了个没红外发射器的手机，，，，空调废了，，，，
2020,5,20,20,傲娇老哥，铁皮憨憨，白给小子，，，，，，，这，，，
2020,5,16,12,两张文体旅游卷，，，舒服了，舒服了，
2020,5,10,23,没月亮，，，，烦，，，，，
2020,5,9,23,哎，小帮手6发吞三4发，，，，懂了懂了，，，这就去卸游戏，，，，
2020,5,7,19,祝天下所有的母亲母亲节快乐，，，，
2020,5,3,12,烦躁的时候来一手肯尼基还是可以的，，，，
2020,5,2,10,有点上头，，，，
2020,5,1,9,黄鹤楼除了没中南漂亮小姐姐弹琴唱戏外人还是蛮多的，，，，
2020,4,26,13,使命召唤:全面挂逼，，，，，，，
2020,4,23,14,如何开心的折磨自己，，，，，
2020,4,22,23,现在才听到真的裂开，，，
2020,4,20,19,为什么我要错三个五个才算订正，，，，搞的我每次都要故意多错几个，，，，
2020,4,19,9,最近日推的质量怎么这么高，，，，，
2020,4,15,8,为什么每次就要上传说了，对面就各种神仙操作，，，，，，，，，，，，
2020,4,13,12,日推终于有一首不一样了，，，，
2020,4,12,18,看一手晚霞，很舒服，，，，
2020,4,10,16,还有谁记得锈湖呢，，，，
2020,4,9,12,打不过就加入，，，，，
2020,4,8,23,无限壁垒战，，，，，，，脑子里已经有构筑了，，，，，，
2020,4,5,9,谁有宇宙蛋的卡组可以分享一下构筑嘛，，，，，，，，
2020,4,3,20,被手机输入法误导的我，，，，，
