year,month,day,time,saying
2022,2,28,16,救命！真的很想在阳光明媚的三月去踏春！！！
2022,2,27,20,上线带刀【扩盗墓咒回原耽 ：0305吴邪生日快乐出镜人员：瓶邪胖黑花秀簇万吴邪爸妈（充满爱的环境） 四十五了，我注视墙面分针与时针走向重合。 回完几条祝福，我头脑发热，给爸妈打电话，那边早已入睡，爸迷迷糊糊地接起时，反应半天才听出是我。 展开全文                  来自 Redmi K40
2022,2,24,7,漂亮的不是我 是17岁 希望家人身体健康 我学业有成 和他一直在一起
2022,2,24,11,我相信我们会抛开新鲜感，胜在细节，归于平淡，忠于爱意
2022,2,22,23,眼神有一点点t的味了嘛
2022,2,20,22,“我的余光中都是你” --余光中
2022,2,20,20,看见这个菠萝猫的人都得给我开心！！
2022,2,19,21,就是想问列表稻米有喜欢这些章子的嘛！都很白菜！！开团人不够啊啊啊啊呜呜快来找我！！
2022,2,18,0,生日快乐
2022,2,16,23,直接封神
2022,2,14,21,小项真的很好！真的很喜欢小项！！再也不能惹他生气了！！！
2022,2,14,23,“发呆的时候真的在发呆吗 去看海的时候真的在看海吗”
2022,2,12,9,很开心，一早上看到了两位老师的问候
2022,2,11,0,情人节快乐！两个重要男人给我写的卡片@言一繁  @Mr.巷陌
2022,2,11,19,大家都很勇，很爽记录仓促的长藤鬼校之旅@Mr.巷陌  @Word麻鸭  @仁慈F橙子  @番茄鸡蛋汤 @我真的会3Q  @Shirai Kuroko
2022,2,10,11,动漫日常君 ：深渊Twitter：herb_the_cat                                  10                            来自 OPPO A5
2022,2,9,10,有无友友玩过江汉路的长藤鬼校！
2022,2,7,20,？
2022,2,7,14,"青灯伴古佛，莲台白骨卧 ：#八一七稻米节##万家灯火故事长#""泥炉煮酒共君享，万家灯火故事长。""“#万家灯火故事长# ”——为主话题“万家灯火”“泥炉煮酒”——为头像的蓝白两版本主要字 展开全文"
2022,2,7,17,穷真的好难受谷子买不起汉服买不起什么都买不起
2022,2,7,14,很难不爱
2022,2,7,11,魔装変態 ：《冰墩墩是如何诞生的》卧槽卧槽可爱得过分了
2022,2,6,11,傻逼文案bot  2.0 ：同学：利用寒假自学，充实自己弯道超车我：被同学弯道突然开出的车创飞
2022,2,6,11,自由诚可贵
2022,2,5,21,抓住初六小尾巴，拜拜我的财神爷小花！
2022,2,3,17,（无聊就逛逛我空间呦） ：最近很糟糕的同学建议转一转
2022,2,3,22,冬奥会bot ：羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十五比赛！！！狠狠记住了 羽生结弦是八号早上九点十 展开全文                  来自 Redmi Note 7
2022,2,3,23,佛说，能影响人的只有信仰.
2022,2,3,19,我风尘仆仆诉说这冬意阑珊
2022,2,2,13,“充实起来人是独立个体不要围着什么东西一直转”
2022,2,1,9,人间真实bot ：                  来自 Redmi Note 7
2022,2,1,12,关于九沫单板被困山顶
2022,2,1,18,雪夜
2022,1,31,17,快来让摄影师小杜来给你拍一张！可以说和爸爸一模一样嘛
2022,1,31,12,晦气人都走开
2022,1,28,22,228 懂得都懂
2022,1,28,19,家庭聚会就是让我知道自己到底有多差
2022,1,26,9,唉今年这么大的雪又只能和蠢b哥哥一起看了
2022,1,23,9,我c好大的雪！！！！
2022,1,21,22,敏感肌秋冬泛红长痘痘能不能死开啊
2022,1,18,20,离大谱我妈说都这么差了寒假还想玩手机
2022,1,18,22,好的
2022,1,17,22,我 是 流 浪 汉 但 我 的 狗 不 是       144万次播放
2022,1,16,18,笑死了，物理学了＝全错
2022,1,16,20,倒也不至于这么夸张吧
2022,1,14,22,学生墙。 ：无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都会考好的 无论经历什么考试你都 展开全文                  来自 Redmi Note 7
2022,1,9,21,一天无限更bot ：我在床上可是要兽性大发的。具体表现为像个考拉，能连续睡二十个小时。                  来自 Redmi Note 7
2022,1,9,23,是谁小时候这可爱我不说
2022,1,7,23,dddd
2022,1,5,21,有没有上海的友友可以帮我去cp29买点东西呀东西有点多，给代购费!!快dd我
2022,1,2,23,化妆要的不就是这个效果吗
2022,1,2,23,雨村到了
2022,1,2,23,人的本性有多难抑制。
2021,12,31,22,谢邀，是真的很拽
2021,12,31,18,2022，还是我们@Mr.巷陌
2021,12,29,21,我抓娃娃困得想睡觉
2021,12,26,17,买周边是真的会上瘾
2021,12,18,23,绝了
2021,12,16,14,笑死了要
2021,12,4,20,关于shanking fly的体重
2021,12,4,17,咱就是说这圣诞树挺废板的
2021,12,1,20,最需要的时候出现，你就是我的超人！！论brother的速度有多快@言一繁
2021,12,1,13,Korea少女 ：                  来自 Redmi Note 8 Pro (4G)
2021,11,29,23,一個艺术生的主頁 ：暖和到睡着了                  来自 Redmi K40
2021,11,27,23,来自 Redmi K40
2021,11,27,11,“嘤嘤嘤姐姐好厉害！”
2021,11,27,23,学生墙 ：同桌你放心 我不是这样的人                  来自 Redmi K40
2021,11,23,21,居然马上就要到新年了
2021,11,21,10,从没想到有朝一日我会和妈沫在口腔医院里点这么甜的奶茶
2021,11,20,22,“不会畏惧速度，今夜也是”
2021,11,17,15,既然是和男朋友在一起那就暂时跟成绩说拜拜！@Mr.巷陌
2021,11,13,20,再也不吃糖了
2021,11,12,20,题目都出的很好，下次别出了
2021,11,11,21,开心愉快哦 ：遇见你，我花光了所有的运气。爱过你，我用尽了最好的自己。#情感#情侣
2021,11,8,22,学生墙。 ：我太难了
2021,11,5,14,生日快乐
2021,11,4,23,知不道，原来还有这么苕的照片@椒麻胖头鱼 初一vs高一
2021,11,1,23,咱就是说啊，能不能自觉过来站一排
2021,11,1,23,笑死我平时不找我哥他天天烦我一想找他清购物车就装作不在线
2021,11,1,1,刚在淘宝乱买一堆东西突然发现南派泛娱一点活动没有西泠印社甚至还下架东西
2021,10,31,0,他出生于阳光明媚的十一月。
2021,10,30,0,天藏起灵·v· ：起灵——2021张起灵生贺　　　　　　　　“他是我的座上神明，是我揣在心底的光和希望。”　　 展开全文                  来自 Redmi K40
2021,10,29,20,笑死了这辈子绝不会再忘记带钥匙导致站在风里八百个小时候九点钟才能够进家门
2021,10,27,12,P图技巧馆(美图推送 ：焦糖雪顶猫猫                  来自 Redmi Note 8 Pro (4G)
2021,10,24,22,关于一人感冒全班吃席的事，居然轮到我了
2021,10,17,19,元气少女图文 ：狗：我今天就要以身试法                  来自 Redmi Note 8 Pro (4G)
2021,10,15,10,乡巴佬。 ：外界的声音都是参考 你不开心就不要参考
2021,10,15,18,小杜奇遇记！
2021,10,11,22,急问增高鞋垫穿袜子里会被发现吗？？
2021,10,10,22,借@Shallow  吉言
2021,10,6,18,校园真的很美
2021,10,5,21,转运娘 ：卧槽卧槽卧槽卧槽卧槽卧槽用啥晚上十一点啊 我五分钟前刚砖 现在好消息就来了卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽卧槽！啊啊啊啊啊啊啊啊啊啊啊 ​​​                  来自 Redmi K40
2021,10,5,23,后来，再也不曾听闻zx
2021,10,3,21,刚刚下楼去买薯片居然被冷到了靠
2021,10,3,11,生日快乐
2021,10,2,20,感谢小柯胖友情p图拉（辣）煤（妹）风爱死了@Yuk
2021,9,29,9,花儿爷生日快乐
2021,9,27,19,今天是迪士尼公主!p7p9和我亲爱的爸比妈咪
2021,9,26,10,沙雕林佳柯被蚌埠住了 ：                  来自 真我GT Neo (4G)
2021,9,26,23,笑飞了，我原来居然有把自己腿p这么长过
2021,9,24,22,刺猬宝宝的猫 ：高一男孩搞笑模仿英语老师上课时的状态和行为，网友：我已经感觉坐在教室里开始紧张了。                                     来自 Redmi K40
2021,9,21,22,笑死了什么bug看到sexy lady陈就想减肥
2021,9,21,23,当真有那么胖吗
2021,9,15,15,震惊!羽毛球已经出现人传人现象!!
2021,9,14,10,祝王先生又成熟一岁了，离可以谈恋爱又近一步
2021,9,12,23,关于口嗨bot ：‎                  来自 Redmi K40
2021,9,12,22,初中--发量王者杜某现在就挺秃然的
2021,9,11,22,这大概就是朕（烧）打（钱）下（de）的（快）江（感）山（ba）吧有些迟来的友友们的拍肩礼致谢拍完照后全部归位珍藏，好好学习！！
2021,9,10,11,啊啊啊啊啊太棒啦超温柔漂亮姐姐爽快出物同城交易记录感谢出物呀～@Hat Trick
2021,9,7,23,今晚月色真美可爱的也不止月亮。
2021,9,3,22,爱飞了宝
2021,8,20,22,今年的学弟学妹都好热情好可爱好认真！！！爱死啦爱死啦！羽毛球后继有望！！！！
2021,8,19,17,荷花很美。
2021,8,19,22,可爱炸了的盲盒笔!
2021,8,17,17,为什么我家小猫睡觉会枕枕头
2021,8,17,16,救命沙海真的盗墓系列里面拍的最好的一部影视作品
2021,8,16,2,友友们包容我一下!过了今天我就安分啦
2021,8,16,0,两方世界山河共，一纸内外烟火同817稻米节快乐啦
2021,8,16,23,有多少人盲目的热烈的，信仰着一群不存在的神明爱与存在不冲突，相信即存在你们的第十六年，我的第六年我们要在平行世界中不断的努力坚持因为我们还有无数个十年我将永远臣服于南派三叔笔下的盛世来世愿做书中人
2021,8,13,23,往生 ：来回顾一下2015年的817               视频无法播放                      来自 Redmi Note 7
2021,8,11,0,除夕快乐!!
2021,8,11,18,已经收到一些啦谢谢各位姐妹的拍肩礼~@大力丸子  @政史地上清北  @政律佳人  @我本云端一散仙 我也快准备好了明天下午就寄出去!!
2021,8,9,13,来自 Redmi Note 7
2021,8,7,1,一個艺术生的主頁 ：“阿那亚的海蓝”                  来自 Redmi Note 7
2021,8,6,14,我在车站等电二路公交可它迟迟没来 这时一辆出租车开过坐出租车吧我意思是说 别等了
2021,8,5,1,“我爱你 不后悔也尊重故事结尾” --《体面》
2021,8,4,20,“何来亏欠我敢给就敢心碎” --《体面》
2021,7,31,8,王那个啵生日快乐
2021,7,30,0,“就当做我太麻烦 不停让自己受伤我告诉自己 感情就是这样 怎么一不小心太疯狂” --《说散就散》
2021,7,29,21,1000块 脑子直接嗡嗡
2021,7,28,23,故地重游，已然不是故人。
2021,7,27,17,奥运会的评论区要给我笑晕了哈哈哈哈
2021,7,27,22,再见到你的那一刻我就已经在心里嫁给你了。
2021,7,26,16,“带着信仰和武器在这片土地无悔地走进恶浊已这残躯化身为邪恶因为只有恶魔能打败恶魔” --《序》
2021,7,25,3,“你的仁义道德能不能再卖我几斤” --《序》
2021,7,20,21,“没法和所有人将心比心也懒得和一群夏虫语冰” --《序》
2021,7,18,15,阿诗勒隼
2021,7,16,11,章磊说女人喜新厌旧 男人很专一 永远喜欢18岁的在吴亦凡身上灵验了我愿称其为 江城神算子
2021,7,15,15,为一个人死很容易，为一个人活着却很难可是冉冉，阿瓒会努力的为你活着“阿瓒，你辛苦了” --《白色橄榄树》
2021,7,14,16,这就是keep
2021,7,13,19,快把你们能n刷的剧安利给我!
2021,7,12,14,午后 小猫 销魂
2021,7,12,18,记录一下被唐梓翻牌
2021,7,11,17,感谢tony何的友情出镜以及做的像粑粑一样美术生的蛋糕@椒麻胖头鱼  （早日通过验证!快夸我的照相及p图技术!!）
2021,7,11,12,Tony何已经到家了!!已经开始干了!!!
2021,7,9,17,故事从未结束跟上
2021,7,8,4,“好像所有青春的故事 都发生在美好的盛夏”出镜@杜奕霏  搭档@winprim  摄影@努力做个没良心的大傻子
2021,7,5,23,在彼此的亲切问候中达成一致@椒麻胖头鱼
2021,7,1,16,真的不会折断嘛
2021,6,28,17,论当代恶臭女学生家除了试卷还有什么（最后一张眼神实在太绝了!!）
2021,6,27,20,那年夏天。（猜猜哪个是我!）
2021,6,25,22,好！快来给我消毒！！！
2021,6,22,17,通讯发达的时代愿有人为你手写一份纸短情长
2021,6,20,22,将私有的浪漫公之于众。
2021,6,9,22,有无好喝的饮料推荐啊！！！或者奶茶！最近真的不知道喝什么了！
2021,6,5,20,冲冲冲
2021,6,4,22,我实在是太吃力公主的颜了！！！
2021,5,30,20,爱意东升西落
2021,5,29,21,百鬼夜行，有人混入其中，乐此不疲百人闹市，有鬼混入其中，胆战心惊
2021,5,23,20,在一千年前人间祭祀我的人称我为罗酆山鬼王
2021,5,23,23,中高考冲刺墙 ：学习跟考试的区别，我哭了，你呢？ ​​​
2021,5,22,19,笑死，这就是 @椒麻胖头鱼  眼中的我
2021,5,16,17,雨滴也阻止不了夏天的脚步。
2021,5,14,18,徐无鬼 ：最后你们都会发现人是会老了然后死掉的。你小时候崇拜的人会死；你小时候扬言要成为他的那个人会死；你从小听着他的歌长大的人会死；你的长辈会死；你的宠物也会死。他们都和过去的日子一起去死，然后不知道被埋到哪里去。凤梨罐头和保鲜纸都会过期，一切事物都在不可避免地走向无序和崩解。而你会在这个狗日的世界里长成一个举目无亲的大人。                  来自 iQOO Neo3 (5G)
2021,5,9,17,憨批生日快乐@椒麻胖头鱼
2021,5,7,3,娶她是我从高中就认定的事情
2021,5,5,14,请允许我成为你的夏季母亲节快乐
2021,5,5,20,文野太宰治！张起灵！
2021,5,4,23,记录一下和老陈打赌的第一天@仁慈F橙子
2021,5,4,1,我不知道你什么时候来，怎么来但我知道，你一定会来。
2021,5,2,17,有被冒犯到
2021,5,1,12,陪小狗打球买文具
2021,4,29,21,根据多年看手机的经验，我已经学会了无声的大笑，目前还未失手被抓住过
2021,4,29,22,五一。感谢一点也不靠谱的陈sir和长的和p7小羊的王sir以及二班的好兄弟们让我过了一个难忘的五一
2021,4,26,22,欢迎收看《五人喂蚊子记》我是主持人杜意柹@仁慈F橙子  @be a dreamer  @生姜
2021,4,25,21,生日快乐，中也先生。
2021,4,23,3,两杯白开水，与你宿醉不归。
2021,4,21,21,笑死我好我就这么凭空出现
2021,4,19,2,你是我的城池营垒。
2021,4,18,22,我靠自动续费真的恶心
2021,4,18,23,列表萌有无性价比高的实体眼镜店推荐推荐阿想换眼镜
2021,4,17,18,风尘不可就请签收你的西装小杜～
2021,4,16,14,无语，我怎么这么矮
2021,4,12,23,Korea少女 ：懒羊羊可真是会说话
2021,4,11,23,挑战明天不穿增高鞋垫，希望各位好兄弟好姐妹不要笑我
2021,4,9,23,论如何快速讨厌一首歌将它设置为起床铃声到现在我听到原来最喜欢的那首歌都脑壳痛
2021,4,7,23,受不了了自己大晚上在小红书上看零食了安利给整饿了
2021,4,6,23,明天见
2021,4,5,21,貂蝉打野，简直起飞!
2021,4,4,22,傻逼文案bot   ：我的同学一天能刷几十套卷子我一天能转几十条说说                  来自 iPhone
2021,4,4,22,你一哭，整个世界都是错的。
2021,4,3,18,P图技巧馆(美图推送 ：中国过去的糖纸设计 创意和设计都好棒啊                                   2                            来自 iPhone
2021,4,2,17,就跟他妈梦一样
2021,4,1,15,啊啊啊啊大型家庭聚会简直就是社死现场啊
2021,4,1,21,街角的玫瑰花开了，我们私奔吧小个子也可以是温柔本身吖
2021,3,29,13,啊啊啊啊啊老婆!玖柯是老婆!!柯老师也太美了吧啊啊啊我死掉了要!!
2021,3,28,3,我深知这是我一个人的困局。
2021,3,25,22,是我们俩不香了嘛@未落
2021,3,22,13,和一起晒太阳!
2021,3,21,14,莆田带我一个
2021,3,21,18,妈咪这些表情包我都有！
2021,3,14,20,天上有太阳很耀眼，地上九沫有在长胖
2021,3,13,14,最无用的人才会把一切错误怪在别人头上
2021,3,13,20,快赶上你了@Shallow 干啥啥不行，花钱第一名
2021,3,12,15,招财小狗好乖乖 ：转发报名文字：武汉#CGF X I JOY 动漫游戏嘉年华# 2021年5月1日—2日，我在武汉中国光谷科技会展中心等你，不见不散哦！”cn:人间富贵花5.1:lolita求20转！                  来自 荣耀20i (4G)
2021,3,10,15,动漫日常君 ：老婆还分性别？                  来自 荣耀20i (4G)
2021,3,7,23,请不要被周围的庸俗消磨了你的涵养。
2021,3,5,19,P图技巧馆(美图推送 ：市井长巷，聚拢来是烟火，摊开来是人间。                   来自 华为畅享9 Plus (4G)
2021,3,4,20,世俗不可避免，浪漫至死不渝。
2021,3,3,17,轮转十五秋，渡佛渡人渡过往，是一人，眉间皱纹，雨村带笑。愿是小三爷，缓缓落子，不再强求，每日一寸，终得十年清水出芙蓉，玉面小郎君，生日快乐！0305我在武汉祝天真小同志，生日快乐，永远天真无邪。
2021,3,3,21,笑死了以前大一码的裤子现在穿起来刚刚好
2021,2,28,21,呜呜刚刚清到以前的手账胶好多好多草有无姐妹想要个位数出一部分非偏远地方邮费平摊a快私信我！！！
2021,2,27,19,谢谢已经笑死了
2021,2,26,0,16岁。
2021,2,16,22,包被们快来给我发红包
2021,2,15,1,我摊牌了
2021,2,14,23,刚看完《你好，李焕英》如果我妈妈可以活到九十岁，那我还可以再听她骂我近五十年，真好。
2021,2,14,1,走过你走过的地方算不算见过你。
2021,2,14,21,笑死了
2021,2,14,20,我和花儿爷祝各位情人节快乐。
2021,2,12,17,无语，过年红包没上交，妈沫啥都让我自己付钱！
2021,2,12,14,再也不乱花钱了
2021,2,11,22,我用尽一切奔向你啊。
2021,2,11,18,我走你走过的地方，拜你拜过的万物。
2021,2,10,23,一天无限更bot ：四个吴邪齐聚春晚“远看群英荟萃 近看吴邪开会”
2021,2,9,8,继续追寻你的脚步。
2021,2,6,23,“两方世界山河共，一纸内外烟火同”
2021,2,6,17,1or2
2021,1,29,23,无聊就来翻翻我空间吧 ：
2021,1,26,21,这就是brother吗
2021,1,22,21,我愿穷其一生追随你的脚步，去你去过的地方，走你走过的路，犯你犯过的错，遇你遇过的凶险。
2021,1,19,0,如果世间有神灵
2021,1,18,21,有被自己到
2021,1,17,22,岁月静好。
2021,1,14,22,呜呜呜我怎么这么能吃
2021,1,13,18,刚刚更新王者更到百分之七十六告诉我没内存了删了半天东西都不够白等那么久了。
2021,1,9,23,美女是需要曝光的
2021,1,8,21,用耳朵了解我，大可不必。
2021,1,2,0,我的宝贝十六岁啦@星星泡饭 生日快乐！！！不知不觉我们已经走过三年时光，最怀念的还是那年夏天，最喜欢的却是每一次的见面你点亮我生命中黯淡无光的日子，千言万语，却还是想道一声来日方长 展开全文
2021,1,1,22,"00:01/00:14
                    
                
            

            
                
            
        
            
            
        
    
        
            
            
        

        
            
                
                    
                        
                        
                    
                
            
        
    
        
    点击查看更多
        
            
                
            
        
    
        
        
    
        
        
        
            
                
                    网络异常，请重试"
2021,1,1,21,2021的九沫
2020,12,31,1,我希望新的一年，愿日子如熹光，温柔又安详。你我赤诚且勇敢，欣喜也在望。爱的人，都喜乐如常。盼的事，都归于心上。
2020,12,29,0,祝这个世界继续热闹祝我仍然是我
2020,12,27,20,这一年太乱了不过幸好，我们都坚持下来了。
2020,12,25,21,来自 iPhone (4G)
2020,12,24,21,
2020,12,21,0,圣诞到啦圣诞老人不来我来
2020,12,20,0,这大晚上的吓人
2020,12,19,22,我言众生皆孤寂
2020,12,17,22,你就是亚里士多德的妹妹珍妮玛士多嘛
2020,12,15,22,啊啊啊啊啊有无好听的的歌推荐下吧歌荒了求求！
2020,12,13,22,我好帅
2020,12,12,22,各求所需，逢场作戏，心怀鬼胎。
2020,12,6,11,柏林没有日落
2020,12,5,22,这是个什么玩意儿
2020,11,29,18,快来看我家狗子！
2020,11,26,16,我是此间少年郎，你是天上明月光。
2020,11,25,22,谁不想谁不想
2020,11,24,22,来自 iPhone
2020,11,22,22,风度还是温度？
2020,11,22,22,睡了一天真舒服！
2020,11,19,21,好家伙，蓝牙耳机贵
2020,11,18,14,对不住对不住我真的没有故意装作看不见不戴眼镜我是真的真的瞎一米外男女不分两米外人畜不分的那种瞎！！！
2020,11,14,22,聚散有时，来日可期。
2020,11,10,0,我抓不住这世间美好，只好装作事事顺遂的样子。
2020,11,3,22,我来给大家表演一个吃兔兔
2020,11,1,22,我还以为儿子会孝敬爸爸了
2020,10,30,22,沙雕林佳柯被蚌埠住了 ：我死了，我装的                  来自 iPhone
2020,10,28,20,脸圆的回不来了
2020,10,25,23,好家伙，我家猫蹬我胸真是只小色猫
2020,10,17,22,如果我一定要鱼和熊掌兼得呢
2020,10,17,17,好家伙花几百块钱剪个头发就为了被人说秃？？
2020,10,5,22,
2020,10,3,13,不想剪头发
2020,10,2,0,山河远阔，人间烟火无一是你，无一不是你
2020,7,25,21,今天吃了喜之郎，所以超级喜欢你
2020,7,19,21,以后我们，来日方长呀@星星泡饭
2020,7,17,18,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我们家小猫咪今天兴高采烈的出来和我和妈咪一起在沙发上玩然后就被抓到猫包里去准备去打针针啦看着她一脸莫名其妙瞪着无辜的大眼睛我就想笑哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈果然还是太小不知道世俗的险恶啊
