year,month,day,week_day,time,saying,like
2021,10,6,2,19,十八岁了耶耶耶耶耶@M31  @Cherry  @七七  /1936588711/274255488/763277047/879380968/1923733143/2024693599/2562140457/3187056027/3249146998/11441383/112120116/210178012/215196256/331905948/361737552/384030311/583204551/616093498/641547841/772917916,"['/1936588711', '/274255488', '/763277047', '/879380968', '/1923733143', '/2024693599', '/2562140457', '/3187056027', '/3249146998', '/11441383', '/112120116', '/210178012', '/215196256', '/331905948', '/361737552', '/384030311', '/583204551', '/616093498', '/641547841', '/772917916']"
2021,10,5,1,14,(∩^o^)⊃━━━━━☆ﾟ.*･｡@M31  /1936588711/879380968/2562140457/112120116/149992601/210178012/507392868/521193421/583204551/772917916/867526981/948730741/963885970/971349730/1037759814/1065676704/1203939060/1250821524/1274624384/1290293208,"['/1936588711', '/879380968', '/2562140457', '/112120116', '/149992601', '/210178012', '/507392868', '/521193421', '/583204551', '/772917916', '/867526981', '/948730741', '/963885970', '/971349730', '/1037759814', '/1065676704', '/1203939060', '/1250821524', '/1274624384', '/1290293208']"
2021,10,4,0,20,今天也是暴风式哭泣的一天我和我的父辈入股不亏/1936588711/2024693599/2562140457/3187056027/3200446208/361737552/384030311/772917916/821007900/914188023/948730741/963885970/971349730/1010374076/1037759814/1051171359/1062216989/1065676704/1203939060/1290293208,"['/1936588711', '/2024693599', '/2562140457', '/3187056027', '/3200446208', '/361737552', '/384030311', '/772917916', '/821007900', '/914188023', '/948730741', '/963885970', '/971349730', '/1010374076', '/1037759814', '/1051171359', '/1062216989', '/1065676704', '/1203939060', '/1290293208']"
2021,8,30,0,17,此去崇山八千里，何不披星破天光。武汉再见(ง ˙o˙)ว/1936588711/763277047/1923733143/2562140457/3117456526/3187056027/361737552/445805428/507392868/521193421/791449672/914057041/963885970/1062216989/1067233705/1178923557/1214937358/1250427942/1263566747/1290293208,"['/1936588711', '/763277047', '/1923733143', '/2562140457', '/3117456526', '/3187056027', '/361737552', '/445805428', '/507392868', '/521193421', '/791449672', '/914057041', '/963885970', '/1062216989', '/1067233705', '/1178923557', '/1214937358', '/1250427942', '/1263566747', '/1290293208']"
2021,8,22,6,11,我曾白马出凉州，我曾单骑入北莽，我曾起手撼昆仑，我曾逍遥游春秋， 展开全文/1936588711/763277047/2562140457/157784719/210178012/445805428/507392868/572810796/963885970/971349730/1062216989/1065676704/1172833271/1203939060/1290293208/1446429803/1482369519/1643682128/1658631743,"['/1936588711', '/763277047', '/2562140457', '/157784719', '/210178012', '/445805428', '/507392868', '/572810796', '/963885970', '/971349730', '/1062216989', '/1065676704', '/1172833271', '/1203939060', '/1290293208', '/1446429803', '/1482369519', '/1643682128', '/1658631743']"
2021,8,14,5,17,这是谁家的崽被挂在门口鸭原来是自家的哈哈哈哈我也是有玩具的人了芜湖/1936588711/2024693599/2562140457/2835857322/2979167239/384030311/731416062/867526981/963885970/1010374076/1062216989/1203939060/1290293208/1482369519/1514406236/1658631743/1908375836/1912990458/1925817611,"['/1936588711', '/2024693599', '/2562140457', '/2835857322', '/2979167239', '/384030311', '/731416062', '/867526981', '/963885970', '/1010374076', '/1062216989', '/1203939060', '/1290293208', '/1482369519', '/1514406236', '/1658631743', '/1908375836', '/1912990458', '/1925817611']"
2021,8,1,6,11,大雾四起偷偷藏匿，________。♫ヽ(゜∇゜ヽ)♪/1936588711/274255488/763277047/2024693599/2562140457/2979167239/384030311/445805428/507392868/794325104/963885970/971349730/1062216989/1065676704/1184390111/1203939060/1250427942/1263566747/1274624384/1290293208,"['/1936588711', '/274255488', '/763277047', '/2024693599', '/2562140457', '/2979167239', '/384030311', '/445805428', '/507392868', '/794325104', '/963885970', '/971349730', '/1062216989', '/1065676704', '/1184390111', '/1203939060', '/1250427942', '/1263566747', '/1274624384', '/1290293208']"
2021,6,19,5,15,六月秋高风怒号，卷我屋上三重茅这么大的雨露天摆摊呜呜呜呜呜呜呜/1936588711/274255488/763277047/1127313355/1322898176/2562140457/2979167239/3200446208/507392868/521193421/821007900/867526981/914188023/948730741/963885970/971349730/1062216989/1065676704/1184390111/1301784671,"['/1936588711', '/274255488', '/763277047', '/1127313355', '/1322898176', '/2562140457', '/2979167239', '/3200446208', '/507392868', '/521193421', '/821007900', '/867526981', '/914188023', '/948730741', '/963885970', '/971349730', '/1062216989', '/1065676704', '/1184390111', '/1301784671']"
2021,6,16,2,17,猫咖的快乐૧(●´৺`●)૭૧(●´৺`●)૭/1936588711/274255488/763277047/2562140457/3117456526/3200446208/507392868/731416062/867526981/914188023/963885970/971349730/1062216989/1065676704/1184390111/1229818518/1301784671/1379736415/1514406236/1559491649,"['/1936588711', '/274255488', '/763277047', '/2562140457', '/3117456526', '/3200446208', '/507392868', '/731416062', '/867526981', '/914188023', '/963885970', '/971349730', '/1062216989', '/1065676704', '/1184390111', '/1229818518', '/1301784671', '/1379736415', '/1514406236', '/1559491649']"
2021,6,11,4,15,毕业了ε٩(๑> ₃ <)۶ з@香蕉你个不娜娜  @图图大淘气  @Plato  @怡  @周绍哲  @小黑  @huangziheng  @p  @お願い /1936588711/274255488/763277047/827608729/879380968/1127313355/1322898176/1923733143/2562140457/3117456526/11441383/215196256/361737552/507392868/776951535/821007900/948730741/963885970/971349730/1062216989,"['/1936588711', '/274255488', '/763277047', '/827608729', '/879380968', '/1127313355', '/1322898176', '/1923733143', '/2562140457', '/3117456526', '/11441383', '/215196256', '/361737552', '/507392868', '/776951535', '/821007900', '/948730741', '/963885970', '/971349730', '/1062216989']"
2021,6,6,6,15,高考加油我是最棒的( ^_^)／/664928143/879380968/1127313355/1322898176/2562140457/2979167239/3117456526/3249146998/11441383/112120116/361737552/776951535/791449672/948730741/963885970/971349730/1062216989/1184390111/1185007331/1229818518,"['/664928143', '/879380968', '/1127313355', '/1322898176', '/2562140457', '/2979167239', '/3117456526', '/3249146998', '/11441383', '/112120116', '/361737552', '/776951535', '/791449672', '/948730741', '/963885970', '/971349730', '/1062216989', '/1184390111', '/1185007331', '/1229818518']"
2021,3,24,2,22,体检的快乐o(≧v≦)o @小黑  @Plato @お願い @周绍哲 /274255488/763277047/879380968/1127313355/1337515905/2562140457/2835857322/2979167239/3117456526/3187056027/3249146998/3596573732/7493766/11441383/361737552/731416062/773911153/867526981/914188023/963885970,"['/274255488', '/763277047', '/879380968', '/1127313355', '/1337515905', '/2562140457', '/2835857322', '/2979167239', '/3117456526', '/3187056027', '/3249146998', '/3596573732', '/7493766', '/11441383', '/361737552', '/731416062', '/773911153', '/867526981', '/914188023', '/963885970']"
2020,9,28,0,22,"我本放逐臣，又为乱世雄。
圣贤招文席，英豪进吾觳。
萧关闻边笳，铁蹄逐寒水。
老将秣马行，瀌雪征衣重。
山雪明霜星，狼戾杀豺鹰。
归鞘掸袖尘，闲云濯红缨。
病仙携酒游，松月空弦音。
明堂欢宴起，破盏击筷饮。
且尽杯中酒，纵欢高殿里。
醉倒狂歌中，无须问功名。                                        来自 荣耀20 PRO                                                                         上传3张照片/视频到《x档案》                                /879380968/2562140457/3117456526/3302860256/3349525936/7493766/507392868/521193421/731416062/867526981/914057041/948730741/963885970/971349730/1062216989/1172833271/1184390111/1185007331/1213334746/1229818518","['/879380968', '/2562140457', '/3117456526', '/3302860256', '/3349525936', '/7493766', '/507392868', '/521193421', '/731416062', '/867526981', '/914057041', '/948730741', '/963885970', '/971349730', '/1062216989', '/1172833271', '/1184390111', '/1185007331', '/1213334746', '/1229818518']"
2020,8,17,0,12,祝大家8.17稻米节快乐#长白轮转十四秋湖畔再叙花与酒#2014——盗笔纪时一周年2015——桃李春风一杯酒，江湖夜雨十年灯 展开全文/879380968/2562140457/3349525936/7493766/210178012/380994454/773911153/824254359/963885970/971349730/980113774/1172833271/1175325399/1184390111/1229818518/1260347258/1274624384/1323876250/1325443788/1658631743,"['/879380968', '/2562140457', '/3349525936', '/7493766', '/210178012', '/380994454', '/773911153', '/824254359', '/963885970', '/971349730', '/980113774', '/1172833271', '/1175325399', '/1184390111', '/1229818518', '/1260347258', '/1274624384', '/1323876250', '/1325443788', '/1658631743']"
2020,8,9,6,22,来自 荣耀20 PRO                                                                         上传2张照片/视频到《泡泡龙》                                /664928143/763277047/2562140457/7493766/215196256/445805428/812525934/963885970/971349730/980113774/1172833271/1184390111/1229818518/1325443788/1379736415/1429964115/1543346359/1559491649/1559809527/1658631743,"['/664928143', '/763277047', '/2562140457', '/7493766', '/215196256', '/445805428', '/812525934', '/963885970', '/971349730', '/980113774', '/1172833271', '/1184390111', '/1229818518', '/1325443788', '/1379736415', '/1429964115', '/1543346359', '/1559491649', '/1559809527', '/1658631743']"
2020,8,9,6,21,完了完了我好像错过刘畅的女装了有没有大宝贝截了图的想嫖一个(//∇//)/879380968/2562140457/2979167239/7493766/445805428/731416062/948730741/963885970/971349730/980113774/1172833271/1184390111/1229818518/1325443788/1379736415/1559491649/1658631743/1725980468/2148258803/2239607486,"['/879380968', '/2562140457', '/2979167239', '/7493766', '/445805428', '/731416062', '/948730741', '/963885970', '/971349730', '/980113774', '/1172833271', '/1184390111', '/1229818518', '/1325443788', '/1379736415', '/1559491649', '/1658631743', '/1725980468', '/2148258803', '/2239607486']"
2020,8,8,5,21,"每天一遍
一起早恋                                        来自 荣耀20 PRO                                                                         上传3张照片/视频到《泡泡龙》                                /274255488/763277047/879380968/1375941635/2562140457/3371978249/3596573732/7493766/361737552/380994454/445805428/963885970/971349730/980113774/1154756347/1172833271/1184390111/1229818518/1325443788/1658631743","['/274255488', '/763277047', '/879380968', '/1375941635', '/2562140457', '/3371978249', '/3596573732', '/7493766', '/361737552', '/380994454', '/445805428', '/963885970', '/971349730', '/980113774', '/1154756347', '/1172833271', '/1184390111', '/1229818518', '/1325443788', '/1658631743']"
2020,6,23,1,20,期末的考试范围让我当场失去梦想/274255488/763277047/879380968/1375941635/2562140457/3371978249/3596573732/7493766/361737552/380994454/445805428/963885970/971349730/980113774/1154756347/1172833271/1184390111/1229818518/1325443788/1658631743,"['/274255488', '/763277047', '/879380968', '/1375941635', '/2562140457', '/3371978249', '/3596573732', '/7493766', '/361737552', '/380994454', '/445805428', '/963885970', '/971349730', '/980113774', '/1154756347', '/1172833271', '/1184390111', '/1229818518', '/1325443788', '/1658631743']"
