year,month,day,time,saying
2020,7,29,17,太感动了@洛城东.  谢谢礼物
2020,7,26,7,被 迫 起 床 草
2020,7,26,0,感谢！男的女的祝福！
2020,7,21,23,不行了，退一步越想越气，为了防止大家踩雷，我要把这个人挂空间，劳资前些时还说他是好男人，没想到他把我当工具人还瞒了几个星期之久。而且还想仅凭三块钱打发爷。亏爷还给你陪数学@寒慕  你要不给我买奶茶来你就nm离谱大家看到这个人记得打一顿
2020,7,17,22,好男人典范@寒慕  有被感动到这不挂个空间当课代表？
2020,7,9,23,那当然是：他啊，这肯定啊，确实反感。
2020,7,1,22,猫：希望人没事
2020,6,27,22,再继续擦下去，提问：说明了学习会使人？
2020,6,20,22,要和培优课在一起
2020,6,11,20,一直有个问题，自然界一切自发的过程都是熵增的（也就是无序性增大），那有序生命体比如细胞又是怎么在无序的过程中诞生的呢？1，生命是更加无序的存在；2，生命的出现是亿万分之一的巧合。
2020,6,1,20,各位婊贝们，六一儿童节快乐！
2020,5,24,9,早 睡 早 起（就不该喝咖啡）
2020,5,18,18,有人再干这种事，我必当他的猎人。
2020,5,17,14,我和马云总共资产1500亿人名币
2020,5,15,11,毁灭吧你们什么都没听到
2020,5,11,9,内疚……我实在是，太蠢了，被分数蒙蔽了理智。
2020,5,10,20,16岁亿万富翁花季少年惊现路边10元N串烧烤摊
2020,5,9,10,英 语 考 试
2020,5,1,1,#五一#今天，宜劳动！
2020,4,28,21,老徐给我发了哈哈哈哈哈哈哈哈哈莫名其妙有点羞耻了
2020,4,16,22,考试前，考试中，考试后，答案发下来后
2020,4,10,20,哈哈哈哈哈哈哈哈哈
2020,4,9,23,在？换个猫养一下？
2020,4,9,12,一般发出这样言论的人，和我们眼中的130分是不一样的
2020,4,8,8,@泌  @橡皮将一统天下  这我记得太清楚了，毕竟yzr的手都给yy捏青了
2020,4,5,13,你永远无法催动一个你看不见又不想动笔的人去强行写二十几道考验脑子的化学作业。
2020,4,4,0,凌晨的夜空并不晴朗，远处街道上灯光昏昏沉沉，几栋昏黑的楼房时不时闪起安全灯。现在已经没有人在外走动了，连车声也没有，树影也不摇晃了，这个世界在今夜悄无声息般沉入了黑白，海底，幽深静谧的时空里。也许有些人还没有睡去，盯着黑白的电子屏幕思念着些人；也许有些人已永远地睡去…愿这些灯光如同烛光，能在这无声的人间为你们找寻一个归处，我想那一定是美好的地方，至少得是天堂。
2020,4,3,22,你又来看我啦 ：建议你们都转走…真的灵
2020,3,31,10,生物课的奇妙rap之旅
2020,3,28,19,沙雕网友。 ：真的球球了
2020,3,25,17,好兄弟@ailoli @默雪 一个快乐源泉一个学习企业级理解，爱了，磕头表示我的谢意
2020,3,25,15,火喿
2020,3,24,23,哈哈哈哈哈哈哈哈哈
2020,3,24,15,️
2020,3,24,10,这个游戏可以有
2020,3,22,13,替身只有替身使者才能看到
2020,3,17,10,感谢这条说说，卡了很久的知识点终于记住了
2020,3,15,9,沙雕墙（无聊来我空间 ：草哈哈哈哈                  来自 iPhone
2020,3,10,18,woc，太强了
2020,2,25,20,豌豆：我可能不是人，但你是真的狗
2020,2,21,21,有些人，生病考试让我帮忙，结果考的分比我还高10分
2020,2,21,15,宁吃了吗 ：操，所以？是它在显灵？                  来自 iPhone (4G)
2020,2,8,20,GOLDEN WIND
2020,2,4,11,开门。
2020,2,3,16,小孩子的声优不一般都是女人配的吗。
2020,1,24,14,造它就完了
2020,1,23,15,记得戴口罩！jojo！！
2020,1,21,21,这...说得也太重了吧。
2020,1,10,0,这个点看Van聊他的中年生活和他的20岁老猫Sasha，看Van的理想单身主义的生活，就会想着岁月静好的幸福日子8这可能就是幻想乡了
2020,1,8,19,你又来看我啦 ：真的很灵…建议转一下                  来自 iPhone (4G)
2019,12,27,21,学不下去了，艹。
2019,12,14,21,下次别拉老子去吉野家吃了，次次迟到次次被抓
2019,11,18,21,武汉市第四中学120周年纪念...       百廿载薪火相传，三世纪弦歌不辍。时逢双甲子诞辰，武汉市第四中学将举办一系列丰富多
2019,11,18,13,沙雕网友。 ：我和我的朋友                  来自 iPhone (4G)
2019,11,18,7,jo厨狂喜
2019,11,10,18,学生墙。 ：卧槽！这个真的神了啊！！                  来自 iPhone
2019,11,9,22,这就是我本人
2019,11,5,21,微辣 ：期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考好的期中你会考 展开全文                  来自 iPhone (4G)
2019,11,2,19,没有你的世界，也没有我的晴天。《天气之子》
2019,10,29,23,但是真的好看鸭
2019,10,20,8,快乐就完事了
2019,10,8,21,吉良吉影：“我已经摸过了你所有的学科考卷。”
2019,10,1,17,贺祖国母亲七十岁生日
2019,9,28,20,习得性无助
2019,9,27,23,我的同桌会钓鱼
2019,9,21,22,一股莫名其妙、羡慕嫉妒、又不甘心、还想口吐芬芳的情绪和想法
2019,9,19,7,人生能不能选择睡过去...
2019,9,15,18,开那么多美颜滤镜还企图得到指纹，简直是想peach
2019,9,13,21,咱又决定......
2019,8,31,21,咱决定好好学习了
2019,8,28,18,范鹏- ：单手做出这个姿势，用食指转发，你会得到你想要的任何东西                  来自 iPhone (4G)
2019,8,28,16,沙雕网友。 ：现在的聊天群                  来自 iPhone (4G)
2019,8,28,7,生日快乐@昨夜风
2019,8,27,15,太艹了！这个墙！ ：我劝你们迷信一下                  来自 iPhone (4G)
2019,8,24,15,连输一整天
2019,8,23,23,@橡皮将一统天下  我会拍照留恋
2019,8,22,9,今天刷空间，刷着刷着让我连喊三声畜生@白茶
2019,8,20,8,绕后
2019,8,17,20,人活着总是要烦恼一堆破事，所以我不做人啦！！！jojo！！
2019,8,17,20,"⁢学术墙 ：香港到底发生了什么？               
            
            
        
        
        
    
        
    
        
            
                
            
        
    
        
        
    
        
        
        
            
                
                    网络异常，请重试
                
            
        
                          来自 iPhone (4G)"
2019,8,16,11,求救
2019,8,16,11,被迫练琴（928考级）
2019,8,12,22,东方仗助太可爱了wdnmd哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈艾特jojo的奇妙冒险
2019,8,12,19,坎坎坷坷的一晚上
2019,8,10,17,一天出船艾特那个课代表
2019,8,7,16,让这大雨突突了街上的情侣
2019,8,5,21,龟龟！
2019,8,3,21,作业写完还能接着浪十天左右
2019,8,3,10,驴子nb
2019,8,1,20,沙雕网友。 ：八月好运来啦！                  来自 iPhone (4G)
2019,8,1,14,@昨夜风  诶嘿
2019,7,30,20,又热，又虚，搞死人了
2019,7,30,15,锦鲤君 ：@长见识bot  :卧槽这个真的超级灵！！！                  来自 iPhone (4G)
2019,7,30,11,C
2019,7,28,18,哪吒演绎了，什么叫做牛逼得顺理成章，还没Bug
2019,7,27,9,哈哈，70抽一陈不染
2019,7,26,14,就差陈了
2019,7,26,12,@元中歌 感谢
2019,7,25,21,我觉得你们早已通过各种途径，知道了今天是什么日子
2019,7,24,21,taixiule
2019,7,22,19,哈哈哈哈
2019,7,21,7,当事人苏某：我真没有开挂
2019,7,17,13,大家来围观一下，这sb又没吃药
2019,7,16,19,两个星期
2019,7,15,11,最怕的事，就是图欢乐还没点脑子
2019,7,14,12,盲猜Ava
2019,7,13,17,这是钢铁侠被黑的最惨的一次，没有之一
2019,7,10,22,三黑开始
2019,7,10,15,迷信
2019,7,9,22,永远不要和十连紫气东来的人发你出了陈的截图，尤其是出了两个的，红色感叹号警告
2019,7,9,7,？
2019,7,8,20,沙雕文案
2019,7,7,15,上
2019,7,5,22,我什么时候才能有只猫
2019,7,5,22,草*2
2019,7,5,15,草
2019,7,5,9,哈哈哈哈哈哈
2019,7,5,6,草，过于真实
2019,7,3,22,好康
2019,7,2,21,ʚ♡ɞ ：我劝你们还是迷信这个                  来自 iPhone (4G)
2019,7,2,17,wdnmd
2019,7,1,17,迷信
2019,6,28,21,A杰 ：最后一次了                  来自 iPhone (4G)
2019,6,28,7,一个小墨（爱说话版） ：这次一定要许愿了见者好运！！！                  来自 iPhone (4G)
2019,6,27,22,备注源墨 主页君转日常号 ：好的明白                  来自 iPhone (4G)
2019,6,27,22,侦探解谜社 ：这个仪式必须有                  来自 iPhone (4G)
2019,6,27,12,数学又双叒叕考炸了
2019,6,27,7,学霸日記 ：救救孩子吧                  来自 iPhone
2019,6,26,20,纠集迷信
2019,6,26,11,Time ：稳住我们能赢                  来自 iPhone (4G)
2019,6,25,21,5210 ：                  来自 iPhone (4G)
2019,6,24,21,我离理综满分只差亿点点了好快乐
2019,6,23,21,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2019,6,23,21,哈哈哈哈哈哈哈哈哈哈哈哈惊喜和惊吓
2019,6,23,20,@白茶 沙雕头像
2019,6,23,13,沙雕故事更新了 ：学校就是这样对高三的六亲不认                  来自 iPhone (4G)
2019,6,21,11,沙雕故事更新了 ：23号查成绩开始坚决遵守和平共处五项原则1.不问我成绩2.不打听我成绩 展开全文                  来自 iPhone (4G)
2019,6,19,6,@Mr.D.T  拉出来溜溜
2019,6,18,22,EZ又空大了沙雕
2019,6,17,22,书摘文集墙 ：66秒内转考试高分过                  来自 iPhone (4G)
2019,6,16,22,Life goes on，and we all have to move on.
2019,6,13,22,这tm都是些什么人间疾苦
2019,6,9,20,哈哈哈哈哈哈哈哈
2019,6,9,16,？？？？？
2019,6,8,15,沙雕故事更新了 ：游ne王子骑竟车在去漫展的路上 ​​​                  来自 iPhone (4G)
2019,6,8,12,哈哈哈哈哈哈哈
2019,6,8,12,哈哈哈哈哈哈哈哈哈哈哈哈哈哈
2019,6,8,8,大学生知识墙 ：为啥这么神我本来从不信这种记得当年转了这个三模389 展开全文                  来自 iPhone (4G)
2019,6,6,12,哈哈哈哈哈哈哈哈哈哈哈哈哈
2019,6,5,6,文医 ：现在开始你会长高痘痘会消失皮肤会变好变白成绩会越来越好会失而复得接下来的一切都会顺心如意 ​                  来自 iPhone (4G)
2019,6,4,22,见过一种就是男生死拉都拉不出门，女士一叫就答应的生物
2019,6,2,11,别人的生活
2019,6,1,17,？
2019,5,29,22,
2019,5,27,22,
2019,5,25,22,
2019,5,25,20,今天的SbBr3
2019,5,21,22,卑中卑
2019,5,20,19,这是NBA被黑的最惨的一次
2019,5,19,20,天秀
2019,5,19,19,？？？？
2019,5,19,10,盲阻从头到尾，眼睛已经花了
2019,5,18,23,？？？哈哈哈
2019,5,17,23,你妈的，话讲清楚
2019,5,16,22,第一个230火苗子纪念一下（巨轮已经没了）
2019,5,15,21,眼睛没了
2019,5,15,6,非正常人类研究中心 ：要是儿子，早挂衣架上了                  来自 iPhone (4G)
2019,5,13,22,每天看我发十条bot ：卧槽！提前北美5天！！！！！《蜘蛛侠：英雄远征》国内定档6月28号，提早北美5天！和小伙伴约起来！！！                  来自 iPhone
2019,5,12,16,
2019,5,12,10,沙雕故事更新了 ：当代年轻人的正确打开方式，过于真实了                  来自 iPhone (4G)
2019,5,12,9,沙雕故事更新了 ：什么沙雕                  来自 iPhone (4G)
2019,5,11,7,学生物不仅提高了我的舞蹈技巧，更教会了我打篮球。
2019,5,10,15,灭霸和卡魔拉
2019,5,8,22,正能墙 ：赐我三天好运吧                  来自 iPhone (4G)
2019,5,5,22,沙雕故事更新了 ：存着                  来自 iPhone
2019,5,4,20,第一个图就笑死我了
2019,5,4,12,沙雕网友。 ：我操哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈                  来自 iPhone (4G)
